"","gender","age","statereside","hhincome","education","maritalstatus","citizenus","working","probvote","Vote24Harris","Vote24Trump","Vote24Other","white","ContactsHarris","ContactsTrump","income","presvote"
"2068","Female",74,"29 Missouri","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","99",99,0,1,"1 Yes",90,10,14,"Harris"
"2069","Male",45,"29 Missouri","16 150,000 or more",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",35,65,16,"Harris"
"2070","Male",53,"17 Illinois","14 75,000 to 99,999",13,"6 Never married","1 Yes","1 Yes","99",99,0,1,"1 Yes",100,0,14,"Harris"
"2071","Female",57,"29 Missouri","5 12,500 to 14,999",10,"6 Never married","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,5,"Harris"
"2072","Female",74,"55 Wisconsin","6 15,000 to 19,999",12,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",0,100,6,NA
"2073","Female",53,"48 Texas","12 50,000 to 59,999",10,"2 Married (spouse lives elsewhere)","1 Yes","0 No","100",100,0,0,"0 No",NA,NA,12,"Harris"
"2074","Male",49,"55 Wisconsin","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",95,5,16,NA
"2075","Female",54,"1 Alabama","6 15,000 to 19,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","50",100,0,0,"0 No",100,0,6,"Harris"
"2076","Female",28,"48 Texas","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,14,NA
"2077","Female",39,"5 Arkansas","15 100,000 to 149,999",13,"4 Divorced","1 Yes","1 Yes",".a",NA,NA,NA,"1 Yes",NA,NA,15,NA
"2078","Male",77,"17 Illinois","1 Less than $5,000",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",50,50,1,NA
"2079","Female",49,"17 Illinois","16 150,000 or more",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,16,NA
"2080","Female",62,"48 Texas","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",50,50,16,"Harris"
"2081","Male",59,"12 Florida","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",51,48,1,"1 Yes",45,55,15,"Harris"
"2082","Male",62,"55 Wisconsin","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",80,20,15,"Harris"
"2083","Female",58,"47 Tennessee","5 12,500 to 14,999",9,"4 Divorced","1 Yes","0 No","100",20,80,NA,"1 Yes",50,50,5,"Trump"
"2084","Female",34,"8 Colorado","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",50,50,13,"Trump"
"2085","Female",30,"4 Arizona","13 60,000 to 74,999",10,"6 Never married","1 Yes","1 Yes","100",50,50,NA,"1 Yes",80,20,13,"Trump"
"2086","Female",59,"49 Utah","10 35,000 to 39,999",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",15,85,10,NA
"2087","Female",56,"4 Arizona","8 25,000 to 2,999",11,"5 Widowed","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",50,50,8,NA
"2088","Male",35,"41 Oregon","16 150,000 or more",14,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"0 No",60,40,16,"Harris"
"2089","Male",76,"6 California","12 50,000 to 59,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,12,"Harris"
"2090","Female",25,"6 California","12 50,000 to 59,999",12,"6 Never married","1 Yes","1 Yes","100",60,40,NA,"1 Yes",90,10,12,"Harris"
"2091","Female",26,"6 California","16 150,000 or more",13,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",90,10,16,"Harris"
"2092","Male",39,"6 California","11 40,000 to 49,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",40,60,11,"Trump"
"2093","Female",76,"6 California","8 25,000 to 2,999",14,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"1 Yes",72,28,8,NA
"2094","Male",58,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",75,25,16,NA
"2095","Female",48,"41 Oregon","12 50,000 to 59,999",14,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",98,2,12,"Harris"
"2096","Male",66,"6 California","12 50,000 to 59,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,12,NA
"2097","Male",74,"6 California","15 100,000 to 149,999",13,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,15,NA
"2098","Female",82,"6 California","13 60,000 to 74,999",7,"4 Divorced","1 Yes","0 No","100",NA,100,NA,"1 Yes",25,75,13,"Trump"
"2099","Male",77,"6 California","4 10,000 to 12,499",13,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,4,NA
"2100","Male",43,"32 Nevada","16 150,000 or more",10,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",20,80,16,NA
"2101","Female",65,"48 Texas","9 30,000 to 34,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",40,60,9,"Harris"
"2102","Male",28,"6 California","15 100,000 to 149,999",13,"6 Never married","1 Yes","1 Yes","100",40,60,0,"1 Yes",60,40,15,"Trump"
"2103","Male",26,"47 Tennessee","10 35,000 to 39,999",9,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",5,75,10,NA
"2104","Male",45,"53 Washington","16 150,000 or more",14,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",70,20,16,NA
"2105","Male",20,"42 Pennsylvania","14 75,000 to 99,999",9,"6 Never married","1 Yes","0 No","10",50,50,0,"1 Yes",40,60,14,"Trump"
"2106","Female",84,"12 Florida","13 60,000 to 74,999",12,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,13,NA
"2107","Female",25,"40 Oklahoma","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",40,60,14,NA
"2108","Female",38,"36 New York","14 75,000 to 99,999",13,"6 Never married","1 Yes","0 No","100",100,0,0,"1 Yes",95,0,14,"Harris"
"2109","Male",53,"42 Pennsylvania","15 100,000 to 149,999",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",10,90,15,"Trump"
"2110","Female",33,"49 Utah","12 50,000 to 59,999",13,"6 Never married","1 Yes","1 Yes","95",80,NA,20,"1 Yes",70,30,12,"Harris"
"2111","Female",70,"13 Georgia","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,15,NA
"2112","Female",45,"42 Pennsylvania","6 15,000 to 19,999",9,"6 Never married","1 Yes","0 No","0",25,25,50,"1 Yes",25,25,6,"Other"
"2113","Male",21,"37 North Carolina","11 40,000 to 49,999",10,"6 Never married","1 Yes","1 Yes","100",0,100,0,"1 Yes",30,60,11,"Trump"
"2114","Male",53,"32 Nevada","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",97,2,15,"Harris"
"2115","Male",26,"29 Missouri","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","20",0,0,100,"1 Yes",10,50,14,"Other"
"2116","Male",27,"1 Alabama","4 10,000 to 12,499",9,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",NA,NA,4,NA
"2117","Male",37,"36 New York","8 25,000 to 2,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",NA,100,NA,"1 Yes",35,65,8,"Trump"
"2118","Female",41,"12 Florida","8 25,000 to 2,999",6,"6 Never married","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",25,50,8,"Trump"
"2119","Female",77,"24 Maryland","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",90,10,15,NA
"2120","Female",53,"34 New Jersey","14 75,000 to 99,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",50,50,14,NA
"2121","Female",56,"9 Connecticut","16 150,000 or more",14,"6 Never married","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,16,"Harris"
"2122","Female",38,"26 Michigan","8 25,000 to 2,999",12,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",NA,NA,8,NA
"2123","Male",75,"24 Maryland","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"0 No",100,0,16,NA
"2124","Female",56,"36 New York","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,NA,"1 Yes",25,75,16,"Trump"
"2125","Female",69,"13 Georgia","13 60,000 to 74,999",13,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"0 No",100,0,13,NA
"2126","Female",39,"34 New Jersey","12 50,000 to 59,999",8,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",20,80,12,NA
"2127","Male",79,"36 New York","13 60,000 to 74,999",13,"5 Widowed","1 Yes","0 No","100",100,NA,NA,"1 Yes",85,15,13,"Harris"
"2128","Female",49,"13 Georgia","12 50,000 to 59,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",15,85,12,NA
"2129","Male",43,"34 New Jersey","13 60,000 to 74,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,100,13,"Trump"
"2130","Female",51,"10 Delaware","15 100,000 to 149,999",12,"6 Never married","1 Yes","1 Yes","99",100,0,0,"1 Yes",100,0,15,"Harris"
"2131","Female",35,"37 North Carolina","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,14,NA
"2132","Male",38,"36 New York","6 15,000 to 19,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,100,"1 Yes",0,0,6,"Other"
"2133","Male",53,"12 Florida","16 150,000 or more",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",20,80,16,NA
"2134","Male",74,"39 Ohio","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",24,70,16,NA
"2135","Male",75,"9 Connecticut","16 150,000 or more",16,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,NA,"0 No",95,3,16,"Harris"
"2136","Female",42,"42 Pennsylvania","10 35,000 to 39,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",0,100,0,"1 Yes",30,65,10,"Trump"
"2137","Female",76,"51 Virginia","14 75,000 to 99,999",16,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,14,"Harris"
"2138","Female",60,"51 Virginia","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,NA,"0 No",70,30,14,"Harris"
"2139","Female",57,"42 Pennsylvania","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",15,75,13,"Trump"
"2140","Female",49,"51 Virginia","14 75,000 to 99,999",13,"4 Divorced","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",60,40,14,"Harris"
"2141","Female",68,"42 Pennsylvania","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","95",100,0,0,"1 Yes",75,25,13,"Harris"
"2142","Male",36,"55 Wisconsin","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",60,40,16,"Harris"
"2143","Female",56,"13 Georgia","15 100,000 to 149,999",16,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,15,NA
"2144","Male",73,"42 Pennsylvania","12 50,000 to 59,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","99",0,50,50,"1 Yes",10,80,12,"Trump"
"2145","Female",65,"26 Michigan","8 25,000 to 2,999",13,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",90,10,8,NA
"2146","Female",39,"42 Pennsylvania","10 35,000 to 39,999",13,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",95,5,10,"Harris"
"2147","Male",77,"39 Ohio","8 25,000 to 2,999",11,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",59,40,8,NA
"2148","Female",23,"25 Massachusetts","14 75,000 to 99,999",13,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"0 No",90,10,14,"Harris"
"2149","Male",41,"25 Massachusetts","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",55,45,16,"Harris"
"2150","Female",29,"26 Michigan","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",20,40,40,"1 Yes",60,40,15,"Trump"
"2151","Male",69,"42 Pennsylvania","13 60,000 to 74,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",10,90,13,"Harris"
"2152","Female",28,"26 Michigan","1 Less than $5,000",9,"6 Never married","1 Yes","0 No","90",97,3,NA,"0 No",40,60,1,"Harris"
"2153","Female",38,"42 Pennsylvania","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",100,0,0,"1 Yes",50,50,15,"Harris"
"2154","Male",36,"42 Pennsylvania","16 150,000 or more",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",50,50,16,NA
"2155","Female",32,"24 Maryland","16 150,000 or more",14,"6 Never married","1 Yes","0 No","1",100,0,0,"0 No",50,50,16,"Harris"
"2156","Female",79,"13 Georgia","10 35,000 to 39,999",10,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"1 Yes",50,50,10,"Harris"
"2157","Female",68,"26 Michigan","4 10,000 to 12,499",10,"6 Never married","1 Yes","0 No","100",100,0,0,"0 No",NA,NA,4,"Harris"
"2158","Female",51,"36 New York","14 75,000 to 99,999",13,"3 Separated","1 Yes","1 Yes","100",100,0,0,"1 Yes",99,1,14,"Harris"
"2159","Female",39,"39 Ohio","16 150,000 or more",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",90,0,10,"0 No",80,15,16,"Harris"
"2160","Male",55,"36 New York","11 40,000 to 49,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",0,100,11,NA
"2161","Male",46,"26 Michigan","16 150,000 or more",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",75,25,16,"Harris"
"2162","Female",49,"26 Michigan","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",50,50,NA,"0 No",50,50,14,"Trump"
"2163","Female",65,"37 North Carolina","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,80,15,NA
"2164","Male",59,"45 South Carolina","14 75,000 to 99,999",13,"6 Never married","1 Yes","1 Yes","90",NA,100,NA,"1 Yes",0,100,14,"Trump"
"2165","Female",41,"42 Pennsylvania","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",95,0,16,"Harris"
"2166","Female",32,"42 Pennsylvania","4 10,000 to 12,499",7,"1 Married (spouse lives with me)","1 Yes","0 No","0",100,0,NA,"1 Yes",75,25,4,"Harris"
"2167","Male",60,"13 Georgia","9 30,000 to 34,999",14,"6 Never married","1 Yes","1 Yes","0",0,0,100,"1 Yes",NA,NA,9,"Other"
"2168","Female",83,"26 Michigan","9 30,000 to 34,999",10,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",80,20,9,NA
"2169","Female",58,"24 Maryland","16 150,000 or more",13,"4 Divorced","1 Yes","1 Yes","100",100,0,0,"0 No",90,10,16,"Harris"
"2170","Female",32,"12 Florida","4 10,000 to 12,499",14,"6 Never married","1 Yes","1 Yes","99",70,30,NA,"1 Yes",40,60,4,"Harris"
"2171","Male",35,"12 Florida","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",NA,NA,100,"1 Yes",0,0,15,"Other"
"2172","Female",69,"37 North Carolina","9 30,000 to 34,999",13,"5 Widowed","1 Yes","1 Yes","100",100,NA,NA,"0 No",95,5,9,"Harris"
"2173","Male",44,"11 District of Columbia","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,16,NA
"2174","Male",80,"26 Michigan","11 40,000 to 49,999",12,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",4,95,11,NA
"2175","Female",31,"42 Pennsylvania","4 10,000 to 12,499",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",20,60,20,"0 No",50,50,4,"Trump"
"2176","Female",40,"42 Pennsylvania","12 50,000 to 59,999",14,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",90,10,12,"Harris"
"2177","Female",34,"42 Pennsylvania","12 50,000 to 59,999",9,"6 Never married","1 Yes","1 Yes","0",0,0,100,"1 Yes",100,0,12,"Other"
"2178","Male",76,"36 New York","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","90",NA,100,NA,"1 Yes",0,100,14,"Trump"
"2179","Female",77,"25 Massachusetts","15 100,000 to 149,999",14,"4 Divorced","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",85,15,15,"Harris"
"2180","Female",47,"18 Indiana","4 10,000 to 12,499",11,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",20,80,4,NA
"2181","Female",56,"32 Nevada","16 150,000 or more",13,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",NA,NA,16,NA
"2182","Male",55,"26 Michigan","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",50,50,16,NA
"2183","Female",56,"36 New York","16 150,000 or more",14,"6 Never married","1 Yes","1 Yes","100",35,65,0,"1 Yes",80,20,16,"Trump"
"2184","Male",52,"36 New York","16 150,000 or more",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",90,5,16,"Harris"
"2185","Female",61,"40 Oklahoma","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",0,100,NA,"1 Yes",NA,NA,14,"Trump"
"2186","Female",64,"17 Illinois","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",90,10,15,NA
"2187","Male",33,"48 Texas","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",99,0,1,"1 Yes",71,29,16,"Harris"
"2188","Female",40,"21 Kentucky","12 50,000 to 59,999",13,"6 Never married","1 Yes","1 Yes","100",20,30,50,"1 Yes",40,60,12,"Other"
"2189","Male",78,"55 Wisconsin","12 50,000 to 59,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,12,NA
"2190","Female",32,"48 Texas","1 Less than $5,000",9,"6 Never married","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,1,"Harris"
"2191","Female",74,"17 Illinois","12 50,000 to 59,999",13,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,12,"Harris"
"2192","Female",59,"47 Tennessee","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","0",0,20,80,"1 Yes",5,85,14,"Other"
"2193","Female",52,"17 Illinois","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",75,25,15,"Harris"
"2194","Female",45,"17 Illinois","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","50",0,0,100,"1 Yes",70,30,16,"Other"
"2195","Female",57,"29 Missouri","5 12,500 to 14,999",9,"4 Divorced","1 Yes","0 No","0",0,0,100,"1 Yes",0,0,5,"Other"
"2196","Female",40,"48 Texas","16 150,000 or more",15,"2 Married (spouse lives elsewhere)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,16,NA
"2197","Male",41,"55 Wisconsin","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",35,65,16,"Trump"
"2198","Male",49,"29 Missouri","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","50",NA,99,1,"0 No",0,99,15,"Trump"
"2199","Female",63,"17 Illinois","1 Less than $5,000",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"0 No",100,0,1,NA
"2200","Male",63,"55 Wisconsin","5 12,500 to 14,999",10,"4 Divorced","1 Yes","0 No","99",NA,100,NA,"1 Yes",20,80,5,"Trump"
"2201","Female",29,"39 Ohio","14 75,000 to 99,999",13,"6 Never married","1 Yes","1 Yes","99",100,0,0,"1 Yes",80,20,14,"Harris"
"2202","Male",70,"4 Arizona","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",10,90,15,NA
"2203","Female",70,"49 Utah","1 Less than $5,000",9,"5 Widowed","1 Yes","0 No","100",NA,100,NA,"1 Yes",25,65,1,"Trump"
"2204","Male",72,"8 Colorado","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",99,1,14,NA
"2205","Male",60,"30 Montana","1 Less than $5,000",13,"6 Never married","1 Yes","0 No","100",0,100,0,"1 Yes",40,60,1,"Trump"
"2206","Female",59,"6 California","11 40,000 to 49,999",10,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",95,5,11,NA
"2207","Male",35,"6 California","16 150,000 or more",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",99,0,16,NA
"2208","Female",62,"6 California","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",25,75,15,NA
"2209","Male",53,"6 California","16 150,000 or more",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",100,NA,NA,"1 Yes",84,16,16,"Harris"
"2210","Male",61,"6 California","13 60,000 to 74,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"0 No",20,80,13,NA
"2211","Male",43,"34 New Jersey","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",80,20,0,"0 No",60,40,16,"Harris"
"2212","Male",75,"6 California","11 40,000 to 49,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",70,25,11,"Harris"
"2213","Female",69,"6 California","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",25,75,14,NA
"2214","Female",66,"6 California","13 60,000 to 74,999",13,"6 Never married","1 Yes","0 No","90",25,5,70,"0 No",50,40,13,"Other"
"2215","Female",27,"6 California","15 100,000 to 149,999",14,"6 Never married","1 Yes","1 Yes","100",33,33,34,"1 Yes",33,33,15,"Other"
"2216","Male",40,"6 California","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",70,30,16,"Harris"
"2217","Male",68,"6 California","14 75,000 to 99,999",12,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,".e",80,20,14,NA
"2218","Male",49,"6 California","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",99,1,16,NA
"2219","Female",75,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"0 No",90,10,16,"Harris"
"2220","Male",60,"4 Arizona","15 100,000 to 149,999",15,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,15,NA
"2221","Female",36,"6 California","16 150,000 or more",13,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",80,20,16,"Harris"
"2222","Male",36,"53 Washington","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",60,40,16,NA
"2223","Male",66,"50 Vermont","12 50,000 to 59,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,90,10,"1 Yes",20,80,12,"Trump"
