"","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z"
"1379","Cheick Tioté",2010,"Ivory Coast",-0.4,-0.03,0.2,0,1.67,0.11,-0.08,-0.48,2.28,2.38,-0.25,0.34,1.62,3.35,1.06,-0.22
"1380","Didier Drogba",2010,"Ivory Coast",1.91,2.28,0.2,4.11,-0.86,-0.77,-0.08,-0.48,-0.04,-0.82,-0.58,-0.48,1.03,0.93,-0.18,0.88
"1381","Didier Zokora",2010,"Ivory Coast",-0.4,-0.63,-0.52,-0.75,0.5,0.59,-0.65,-0.03,0.48,0.75,1.71,-0.48,0.43,1.33,0.65,-0.3
"1382","Emmanuel Eboué",2010,"Ivory Coast",-0.4,-0.31,2.34,0.56,1.55,1.07,4.44,3.76,-0.47,1.82,-0.58,-0.48,-0.17,-0.28,1.89,3.42
"1383","Gervinho",2010,"Ivory Coast",-0.4,0.85,-0.52,2.8,-0.2,-0.64,0.48,2.2,-0.66,-0.82,-0.74,-0.48,-0.77,-0.69,-0.59,-0.09
"1384","Guy Demel",2010,"Ivory Coast",-0.4,-0.63,0.2,-0.75,0.08,0.86,0.48,-0.48,0.05,-0.04,0.9,-0.48,-0.77,-0.28,-0.18,-0.05
"1385","Kolo Touré",2010,"Ivory Coast",-0.4,0.11,0.91,0.37,0.64,0.45,-0.65,1.3,-0.41,2.47,1.22,2.09,-0.77,-0.28,-0.59,-0.26
"1386","Romaric",2010,"Ivory Coast",1.91,0.2,1.63,0.37,0.27,-0.16,-0.08,0.86,1.2,1.7,-0.58,-0.48,0.43,0.12,-0.59,1.85
"1387","Salomon Kalou",2010,"Ivory Coast",1.91,1.22,-0.52,1.49,-0.51,-0.57,-0.65,2.42,-0.41,-0.3,-0.74,-0.48,-0.17,0.12,-0.59,-0.6
"1388","Siaka Tiéné",2010,"Ivory Coast",-0.4,-0.45,0.2,-0.75,0.62,1.54,-0.65,-0.48,0.24,1,0.4,-0.48,-0.77,1.33,-0.18,-0.47
"1389","Yaya Touré",2010,"Ivory Coast",1.91,0.06,-0.52,0.56,2.89,1.2,1.05,1.08,0.24,-0.09,-0.74,-0.48,-0.77,0.52,0.23,0.8
"1390","Daisuke Matsui",2010,"Japan",-0.4,0.2,0.97,-0.1,-0.12,-0.5,0.53,0.62,-0.45,-0.53,-0.51,-0.48,-0.77,1.7,0.71,0.24
"1391","Eiji Kawashima",2010,"Japan",-0.4,-0.63,-0.52,-0.75,-0.72,0.63,-0.65,-0.93,-0.86,-0.82,-0.4,-0.48,-0.77,-1.09,-1.01,-0.72
"1392","Keiji Tamada",2010,"Japan",-0.4,-0.63,-0.52,-0.49,-1.29,-0.97,-0.65,-0.77,-0.86,-0.74,-0.74,-0.48,-0.77,-1.09,-0.72,-0.81
"1393","Keisuke Honda",2010,"Japan",2.79,0.71,-0.52,0.93,0.48,-0.69,0.92,0.93,-0.68,-0.58,-0.74,-0.48,-0.35,4.22,5.3,0.19
"1394","Kengo Nakamura",2010,"Japan",-0.4,-0.6,-0.52,-0.75,-1.32,-1.11,-0.25,-0.93,-0.75,-0.74,-0.74,-0.48,-0.77,-0.81,-1.01,-0.81
"1395","Makoto Hasebe",2010,"Japan",-0.4,-0.47,-0.02,-0.36,0.22,-0.12,-0.65,-0.46,-0.38,-0.43,0.85,-0.48,0.06,0.31,1.29,-0.6
"1396","Marcus Tulio Tanaka",2010,"Japan",-0.4,0.14,-0.52,0.67,-0.18,0.63,-0.25,-0.31,-0.6,-0.35,3.11,0.79,4.61,0.03,0.43,-0.4
"1397","Shinji Okazaki",2010,"Japan",1.2,0.52,-0.02,1.06,-1.22,-1.02,-0.65,-0.77,-0.7,-0.7,-0.74,-0.48,-0.77,0.03,0.43,-0.43
"1398","Yasuhito Endo",2010,"Japan",1.2,-0.47,2.95,-0.49,0.61,0.35,-0.25,-0.77,-0.12,-0.82,-0.51,-0.02,-0.77,0.31,-0.72,1.88
"1399","Yoshito Okubo",2010,"Japan",-0.4,0.2,-0.02,0.16,-0.51,-0.31,1.7,0.46,-0.52,-0.23,-0.51,-0.48,-0.35,1.14,2.72,0.27
"1400","Yuichi Komano",2010,"Japan",-0.4,-0.47,-0.52,-0.49,0.71,2.52,-0.65,0.62,0.7,-0.42,0.39,-0.13,0.47,0.03,0.14,-0.63
"1401","Yuji Nakazawa",2010,"Japan",-0.4,-0.5,-0.52,0.16,-0.1,0.21,-0.65,-0.93,-0.78,-0.64,3,1.82,2.96,-1.09,4.15,-0.72
"1402","Yuki Abe",2010,"Japan",-0.4,-0.63,-0.52,-0.49,-0.17,-0.59,-0.65,-0.62,-0.16,0.31,0.28,-0.26,0.06,-0.25,-0.15,-0.78
"1403","Yuto Nagatomo",2010,"Japan",-0.4,-0.22,-0.02,-0.36,-0.13,0.21,-0.65,-0.46,-0.34,-0.24,1.07,-0.48,-0.35,0.86,-0.15,-0.63
"1404","Adolfo Bautista",2010,"Mexico",-0.4,-0.63,-0.52,-0.75,-1.26,-1.06,-0.65,-0.93,-0.31,-0.82,-0.74,-0.48,-0.77,-0.79,-0.39,-0.81
"1405","Andrés Guardado",2010,"Mexico",-0.4,-0.08,0.55,-0.05,0.06,-0.4,1.47,0.58,-0.58,-0.38,-0.37,-0.48,0.13,-0.79,-0.7,0.21
"1406","Carlos Salcido",2010,"Mexico",-0.4,0.23,0.55,-0.33,1.64,2.21,1.05,2.92,4.18,0.17,2.2,0.38,-0.32,1.63,0.55,0.17
"1407","Carlos Vela",2010,"Mexico",-0.4,-0.49,-0.52,-0.19,-1.03,-0.86,-0.65,-0.76,-0.86,-0.82,-0.74,-0.48,-0.77,-1.09,-0.39,-0.21
"1408","Cuauhtémoc Blanco",2010,"Mexico",1.33,2.21,0.02,-0.75,-0.52,-0.65,-0.65,-0.42,0.34,-0.82,-0.74,-0.48,-0.77,-0.79,-0.08,1.12
"1409","Efraín Juárez",2010,"Mexico",-0.4,-0.56,-0.52,-0.47,0.62,0.01,-0.22,1.58,0.84,0.03,-0.13,1.81,-0.32,0.42,0.86,-0.43
"1410","Gerardo Torrado",2010,"Mexico",-0.4,-0.56,0.02,-0.75,2.43,0.62,-0.65,0.25,5.64,0.93,0,2.64,-0.32,3.75,-0.08,1.06
"1411","Giovani Dos Santos",2010,"Mexico",-0.4,0.58,1.09,1.78,0.27,-0.6,1.05,0.91,0.37,-0.19,-0.74,-0.48,-0.77,1.63,0.55,1.09
"1412","Guillermo Franco",2010,"Mexico",-0.4,0.76,-0.52,2.34,-0.38,-0.76,-0.22,-0.59,-0.13,-0.63,-0.37,0.27,1.92,1.94,0.55,0.9
"1413","Héctor Moreno",2010,"Mexico",-0.4,-0.63,-0.52,-0.75,-0.22,0.47,-0.65,-0.42,-0.14,-0.44,0.36,-0.48,-0.77,0.42,-0.39,-0.81
"1414","Israel Castro",2010,"Mexico",-0.4,-0.63,-0.52,-0.75,-1.08,-1.01,-0.65,-0.76,-0.38,-0.44,-0.74,-0.48,-0.77,-0.18,-1.01,-0.81
"1415","Javier Hernández",2010,"Mexico",3.06,1.28,-0.52,1.07,-0.91,-1.01,0.63,-0.42,-0.86,0.03,-0.62,-0.48,0.13,0.12,0.23,0.43
"1416","Maza",2010,"Mexico",-0.4,0.06,-0.52,0.09,1.94,1.9,-0.22,2.09,0.44,1.51,2.33,-0.48,1.03,0.72,1.17,-0.81
"1417","Pablo Barrera",2010,"Mexico",-0.4,0.17,0.55,0.79,-0.5,-0.7,1.9,1.42,-0.1,-0.82,-0.13,-0.48,-0.32,-1.09,-0.08,0.4
"1418","Paul Aguilar",2010,"Mexico",-0.4,-0.63,-0.52,-0.33,-0.87,-0.65,-0.22,-0.42,0.05,-0.82,-0.74,-0.48,-0.77,-0.79,-1.01,-0.59
"1419","Rafael Márquez",2010,"Mexico",1.33,0.27,-0.52,-0.19,1.99,1.65,-0.22,1.58,1.95,0.17,0,1.02,0.13,1.63,1.79,0.27
"1420","Ricardo Osorio",2010,"Mexico",-0.4,-0.6,0.02,-0.75,1.71,1.19,-0.22,2.09,3.19,0.58,1.35,-0.48,0.13,-0.18,0.55,-0.05
"1421","Óscar Pérez",2010,"Mexico",-0.4,-0.63,-0.52,-0.75,0.22,2.06,-0.65,-0.93,-0.86,-0.82,0,-0.48,-0.77,-1.09,-1.01,-0.81
"1422","Andre Ooijer",2010,"Netherlands",-0.4,-0.63,-0.52,-0.75,-1.16,-0.89,-0.65,-0.74,-0.86,-0.72,-0.21,-0.06,-0.77,-0.76,-1.01,-0.81
"1423","Arjen Robben",2010,"Netherlands",1.49,0.94,0.07,0.7,-0.61,-0.61,1.67,1.36,-0.32,-0.18,-0.74,-0.48,-0.28,-0.1,1.53,0.33
"1424","Demy De Zeeuw",2010,"Netherlands",-0.4,-0.63,-0.52,-0.75,-1.1,-0.95,-0.65,-0.83,-0.45,-0.82,-0.74,-0.48,-0.77,-0.93,-0.84,-0.81
"1425","Dirk Kuyt",2010,"Netherlands",0.54,0.81,1.24,1.39,0.66,-0.14,0.74,1.26,-0.1,0.72,0.2,-0.48,1.19,0.39,-0.16,1.33
"1426","Eljero Elia",2010,"Netherlands",-0.4,-0.31,-0.52,-0.14,-1.03,-0.95,0.74,-0.38,-0.21,-0.62,-0.61,-0.48,-0.77,-0.43,-0.5,-0.41
"1427","Giovanni van Bronckhorst",2010,"Netherlands",0.54,-0.61,-0.23,-0.52,1.25,1.79,-0.41,-0.47,0.9,1.54,0.4,0.31,0.7,1.22,-0.5,0.38
"1428","Gregory van der Wiel",2010,"Netherlands",-0.4,-0.59,-0.23,-0.75,0.87,0.7,0.28,0.9,-0.36,-0.11,0.13,-0.18,-0.03,0.06,-0.33,-0.67
"1429","Johnny Heitinga",2010,"Netherlands",-0.4,-0.63,-0.52,-0.29,0.96,1.26,-0.41,0.81,0.26,0.54,2.14,3.56,0.94,0.39,-0.5,-0.67
"1430","Joris Mathijsen",2010,"Netherlands",-0.4,0.03,-0.52,-0.06,0.98,0.87,-0.65,-0.01,0.26,0.56,1.27,1.44,0.46,0.23,-0.5,-0.81
"1431","Khalid Boulahrouz",2010,"Netherlands",-0.4,-0.63,-0.52,-0.67,-0.63,-0.33,-0.18,-0.65,0.17,-0.13,0.2,-0.48,-0.52,-0.1,-0.84,-0.71
"1432","Klaas Jan Huntelaar",2010,"Netherlands",0.54,-0.42,-0.52,-0.52,-1.34,-1.11,-0.65,-0.83,-0.86,-0.82,-0.74,-0.48,-0.77,-0.76,-0.33,-0.67
"1433","Maarten Stekelenburg",2010,"Netherlands",-0.4,-0.63,-0.52,-0.75,0.45,1.79,-0.65,-0.93,-0.86,-0.82,-0.61,-0.48,-0.77,-0.93,-0.84,-0.72
"1434","Mark van Bommel",2010,"Netherlands",-0.4,-0.52,-0.23,-0.67,1.54,0.39,0.05,0.17,4.13,1.77,0.33,0.58,0.46,2.05,2.89,0.16
"1435","Nigel de Jong",2010,"Netherlands",-0.4,-0.41,-0.52,-0.6,0.95,0.03,-0.65,-0.56,1.5,1.04,-0.14,-0.48,-0.52,-0.1,1.53,-0.6
"1436","Rafael van der Vaart",2010,"Netherlands",-0.4,0.37,-0.23,-0.06,-0.23,-0.42,-0.18,-0.83,-0.31,0.25,-0.67,-0.48,-0.28,-0.1,0.52,0.38
"1437","Robin van Persie",2010,"Netherlands",0.54,1.56,-0.23,3.08,-0.3,-0.78,1.2,0.26,-0.86,-0.58,-0.21,0.16,0.21,0.89,1.03,1.42
"1438","Wesley Sneijder",2010,"Netherlands",4.31,1.43,1.24,0.55,1.17,-0.08,0.28,0.08,-0.15,-0.23,-0.54,1.12,-0.77,1.05,1.03,1.49
"1439","Chris Killen",2010,"New Zealand",-0.4,0.2,-0.52,-0.19,-0.41,-0.91,1.62,-0.48,-0.65,-0.57,-0.41,-0.28,0.43,3.75,-0.18,0.12
"1440","Chris Wood",2010,"New Zealand",-0.4,-0.45,-0.52,0.56,-1.12,-1.04,-0.08,-0.93,-0.86,-0.69,-0.41,-0.48,-0.77,0.52,0.23,-0.47
"1441","Ivan Vicelich",2010,"New Zealand",-0.4,-0.54,0.2,-0.75,0.27,-0.16,-0.65,-0.7,-0.33,0.02,0.57,-0.16,-0.77,0.12,-0.59,-0.34
"1442","Jeremy Christie",2010,"New Zealand",-0.4,-0.63,-0.52,-0.75,-1.23,-0.98,-0.65,-0.93,-0.79,-0.77,-0.74,-0.48,-0.77,-1.09,-1.01,-0.64
"1443","Leo Bertos",2010,"New Zealand",-0.4,-0.54,0.91,-0.75,0.55,0.59,2.18,0.19,-0.55,0.71,0.08,-0.28,-0.77,-0.28,0.23,0.12
"1444","Mark Paston",2010,"New Zealand",-0.4,-0.63,-0.52,-0.75,-0.23,1.68,-0.65,-0.26,-0.86,-0.82,-0.09,-0.48,-0.77,-1.09,-1.01,-0.6
"1445","Rory Fallon",2010,"New Zealand",-0.4,-0.45,-0.52,0,-0.46,-0.91,-0.65,-0.7,-0.86,-0.73,0.24,-0.48,1.62,5.77,2.31,-0.13
"1446","Ryan Nelsen",2010,"New Zealand",-0.4,-0.63,-0.52,-0.75,0.34,0.79,-0.08,0.41,-0.75,-0.18,2.7,0.73,-0.17,-0.28,0.65,-0.81
"1447","Shane Smeltz",2010,"New Zealand",1.91,1.13,0.2,1.49,-0.37,-0.84,1.05,-0.26,-0.43,-0.65,0.24,-0.16,-0.17,-0.28,-0.59,-0.09
"1448","Simon Elliott",2010,"New Zealand",-0.4,-0.45,1.63,-0.75,0.9,0.59,-0.08,-0.7,0.19,-0.61,-0.41,-0.48,-0.17,0.12,0.65,1.47
"1449","Tommy Smith",2010,"New Zealand",-0.4,-0.49,-0.52,-0.38,-0.13,-0.3,-0.65,-0.03,-0.79,0.49,1.71,-0.28,-0.17,0.52,-0.59,0.04
"1450","Tony Lochhead",2010,"New Zealand",-0.4,-0.63,0.2,-0.75,-0.06,0.66,-0.65,-0.48,-0.68,-0.1,0.9,0.73,1.62,0.93,0.23,-0.05
"1451","Winston Reid",2010,"New Zealand",1.91,0.02,-0.52,0.75,-0.04,-0.16,-0.65,-0.93,0.37,-0.39,2.53,1.04,0.43,0.93,1.06,-0.3
"1452","Ayila Yussuf",2010,"Nigeria",-0.4,-0.63,-0.52,-0.38,-0.74,-1.04,-0.65,-0.93,-0.57,-0.82,-0.25,-0.48,1.62,0.93,-1.01,-0.18
"1453","Chidi Odiah",2010,"Nigeria",-0.4,-0.63,1.63,-0.75,1.02,2.23,1.62,2.64,-0.17,-0.2,0.4,-0.15,-0.77,-0.69,-0.59,0.16
"1454","Chinedu Obasi",2010,"Nigeria",-0.4,0.94,0.2,1.68,-0.04,0.05,2.18,1.75,1,1.63,-0.25,-0.48,-0.77,0.93,1.06,0.42
"1455","Danny Shittu",2010,"Nigeria",-0.4,-0.63,-0.52,-0.38,-0.34,-0.43,1.05,0.86,0.1,0.31,3.02,0.58,1.03,1.33,-1.01,-0.81
"1456","Dickson Etuhu",2010,"Nigeria",-0.4,-0.63,-0.52,-0.38,0.78,-0.02,-0.08,-0.7,0.33,0.66,0.73,0.96,-0.17,1.33,-0.59,0.16
"1457","Elderson Echiéjilé",2010,"Nigeria",-0.4,-0.63,-0.52,-0.75,-1.02,-0.77,-0.08,-0.48,-0.57,-0.37,0.57,-0.48,-0.17,-0.69,-1.01,-0.81
"1458","Joseph Yobo",2010,"Nigeria",-0.4,-0.63,-0.52,0,-0.48,-0.57,-0.65,-0.7,-0.47,-0.29,2.2,2.02,1.62,-0.69,-1.01,-0.81
"1459","Kalu Uche",2010,"Nigeria",4.21,1.13,0.2,0.19,0.08,-0.3,2.75,2.2,-0.62,-0.23,-0.74,-0.48,0.43,-0.69,1.06,0.8
"1460","Kanu",2010,"Nigeria",-0.4,-0.63,-0.52,-0.56,-1.05,-1.04,-0.65,-0.48,-0.86,-0.82,-0.74,-0.48,-0.17,-0.69,0.65,-0.47
"1461","Lukman Haruna",2010,"Nigeria",-0.4,-0.45,0.2,-0.75,0.17,-0.57,-0.65,1.08,-0.42,-0.47,-0.41,0.58,0.43,0.52,0.65,-0.13
"1462","Obafemi Martins",2010,"Nigeria",-0.4,-0.12,-0.52,-0.19,-1.09,-1.11,-0.08,-0.26,-0.86,-0.82,-0.58,-0.48,-0.17,-1.09,-0.18,-0.81
"1463","Peter Odemwingie",2010,"Nigeria",-0.4,-0.63,-0.52,-0.38,-0.86,-0.77,-0.65,-0.26,-0.75,-0.82,-0.58,-0.48,-0.17,-0.28,-0.18,-0.68
"1464","Rabiu Afolabi",2010,"Nigeria",-0.4,-0.63,-0.52,-0.75,-0.65,-0.7,-0.65,-0.93,-0.86,-0.41,0.73,-0.48,0.43,-1.09,-0.59,-0.77
"1465","Sani Kaita",2010,"Nigeria",-0.4,-0.12,0.2,-0.75,-0.44,-0.36,-0.65,-0.48,-0.65,-0.66,-0.74,-0.48,-0.77,-0.69,-1.01,-0.77
"1466","Taye Taiwo",2010,"Nigeria",-0.4,-0.17,-0.52,-0.75,-0.46,0.11,-0.08,-0.26,-0.43,-0.64,0.4,-0.48,-0.17,-0.69,-0.59,-0.05
"1467","Victor Obinna",2010,"Nigeria",-0.4,-0.26,-0.52,-0.75,-0.95,-0.98,-0.65,-0.48,-0.25,-0.74,-0.74,-0.48,0.43,-1.09,-1.01,-0.47
"1468","Vincent Enyeama",2010,"Nigeria",-0.4,-0.63,-0.52,-0.75,-0.39,1.41,-0.65,-0.93,-0.86,-0.74,-0.74,-0.48,-0.17,-0.69,-0.59,-0.81
"1469","Yakubu Ayegbeni",2010,"Nigeria",1.91,4.92,0.2,1.12,-0.51,-0.91,0.48,0.41,-0.65,-0.82,-0.41,-0.48,-0.77,2.14,1.06,0.04
"1470","An Yong-Hak",2010,"North Korea",-0.4,-0.54,-0.52,-0.56,1.13,0.66,-0.08,-0.26,0.02,0.12,-0.09,1.28,-0.17,-0.69,2.31,-0.18
"1471","Cha Jong-Hyok",2010,"North Korea",-0.4,-0.36,1.63,-0.75,0.38,1.07,1.05,1.97,-0.15,-0.45,1.22,-0.48,-0.17,-0.69,1.06,0.08
"1472","Hong Yong-Jo",2010,"North Korea",-0.4,0.34,0.2,-0.19,0.64,-0.02,1.62,0.41,-0.6,-0.59,-0.58,-0.48,-0.17,0.52,0.23,1.13
"1473","Ji Yun-Nam",2010,"North Korea",1.91,-0.26,-0.52,-0.38,0.24,1.2,0.48,0.64,0.11,-0.1,1.06,-0.17,-0.17,-0.69,-0.59,0.59
"1474","Jong Tae-Se",2010,"North Korea",-0.4,2.93,0.91,2.43,-0.39,-0.5,1.62,1.08,-0.86,-0.58,0.08,-0.48,2.22,0.93,1.06,0.84
"1475","Kim Kum-Il",2010,"North Korea",-0.4,-0.63,-0.52,-0.75,-1.09,-1.04,-0.65,-0.7,-0.86,-0.82,-0.74,-0.48,-0.77,-1.09,-1.01,-0.47
"1476","Kim Yong-Jun",2010,"North Korea",-0.4,-0.49,-0.52,-0.75,-1.19,-1.04,-0.65,-0.93,-0.86,-0.66,-0.74,-0.48,-0.77,-1.09,-0.18,-0.81
"1477","Mun In-Guk",2010,"North Korea",-0.4,-0.26,-0.52,-0.19,-0.13,0.11,0.48,-0.26,0,-0.18,-0.74,-0.48,-0.77,-1.09,-0.59,-0.51
"1478","Myong-Guk Ri",2010,"North Korea",-0.4,-0.63,-0.52,-0.75,-0.2,1.48,-0.65,-0.93,-0.86,-0.82,-0.74,-0.48,-0.77,-1.09,-1.01,-0.43
"1479","Pak Chol-Jin",2010,"North Korea",-0.4,-0.63,-0.52,-0.56,-0.32,0.25,-0.08,-0.93,0.05,-0.1,1.39,-0.17,-0.77,0.52,-0.59,-0.6
"1480","Pak Nam-Chol",2010,"North Korea",-0.4,-0.36,-0.52,-0.19,0.34,-0.3,1.62,-0.03,-0.43,-0.16,-0.58,-0.48,-0.77,1.33,1.48,0.33
"1481","Ri Jun-Il",2010,"North Korea",-0.4,-0.54,-0.52,-0.75,0.01,0.52,-0.08,-0.26,-0.8,0.16,2.04,-0.12,-0.17,-0.69,1.48,-0.72
"1482","Ri Kwang-Chon",2010,"North Korea",-0.4,-0.49,-0.52,-0.75,-0.46,-0.84,-0.08,-0.03,-0.44,-0.1,3.68,0.69,-0.17,0.12,0.23,-0.81
"1483","Antolin Alcaraz",2010,"Paraguay",0.9,-0.37,-0.52,-0.12,0.51,0.84,-0.33,0.71,0.48,-0.04,2.48,0.87,1.59,0.72,0.16,-0.79
"1484","Aureliano Torres",2010,"Paraguay",-0.4,-0.5,0.29,-0.75,-1.11,-0.84,-0.65,-0.93,-0.74,-0.32,-0.74,-0.48,-0.77,-1.09,-0.54,-0.26
"1485","Carlos Bonet",2010,"Paraguay",-0.4,-0.63,1.09,-0.54,0,1.34,-0.65,-0.55,-0.23,-0.09,0.46,-0.48,0.24,0.27,-0.08,0.45
"1486","Claudio Morel Rodríguez",2010,"Paraguay",-0.4,-0.55,3.51,-0.75,1.3,3.22,-0.01,0.08,-0.06,0.47,1.01,-0.12,-0.77,0.04,0.16,2.38
"1487","Cristian Riveros",2010,"Paraguay",0.9,-0.01,-0.52,0.62,0.97,0.31,-0.65,-0.05,2.32,0.4,-0.19,0.14,0.58,0.72,2.49,0.14
"1488","Darío Verón",2010,"Paraguay",-0.4,-0.63,-0.52,-0.75,-1.16,-0.88,-0.65,-0.93,-0.78,-0.72,-0.56,-0.48,-0.77,-0.86,-1.01,-0.81
"1489","Denis Caniza",2010,"Paraguay",-0.4,-0.45,0.29,-0.43,-0.92,-0.42,-0.33,-0.8,-0.86,-0.82,-0.56,-0.48,-0.43,-1.09,-1.01,0.28
"1490","Edgar Benítez",2010,"Paraguay",-0.4,-0.06,-0.12,0.3,-1.15,-0.88,-0.65,-0.68,-0.19,-0.82,-0.65,-0.48,-0.43,-0.86,-0.77,-0.45
"1491","Enrique Vera",2010,"Paraguay",0.9,0.04,0.29,0.62,-0.2,-0.04,-0.65,-0.55,1.06,0.88,-0.1,-0.48,0.58,1.41,0.86,0.36
"1492","Jonathan Santana",2010,"Paraguay",-0.4,-0.24,-0.12,-0.54,-1.19,-1.04,-0.65,-0.93,-0.71,-0.76,-0.65,-0.48,-0.77,0.5,-0.54,-0.62
"1493","Julio César Cáceres",2010,"Paraguay",-0.4,-0.63,-0.52,-0.75,-0.57,-0.5,-0.65,0.2,-0.86,-0.54,0.36,-0.48,-0.43,-0.64,-0.77,-0.71
"1494","Justo Villar",2010,"Paraguay",-0.4,-0.63,-0.52,-0.75,0.05,2.34,-0.65,-0.93,-0.86,-0.82,-0.74,-0.48,-0.77,-1.09,-0.77,-0.6
"1495","Lucas Barrios",2010,"Paraguay",-0.4,0.46,-0.52,2.3,-0.67,-0.81,0.63,-0.42,-0.54,-0.6,-0.46,0.62,1.25,1.18,-0.31,0.59
"1496","Nelson Haedo Valdez",2010,"Paraguay",-0.4,0.51,-0.52,1.56,-0.96,-1.04,1.26,0.08,1.02,-0.19,-0.74,0.06,-0.43,0.04,1.79,-0.14
"1497","Néstor Ortigoza",2010,"Paraguay",-0.4,-0.63,-0.52,-0.54,-0.74,-0.69,-0.33,-0.17,0.41,-0.82,-0.65,-0.48,-0.77,-0.86,-1.01,-0.64
"1498","Paulo da Silva",2010,"Paraguay",-0.4,-0.32,-0.52,0.93,1.16,0.77,-0.33,0.2,0.17,0.09,1.56,0.04,1.59,0.5,-0.31,-0.41
"1499","Roque Santa Cruz",2010,"Paraguay",-0.4,0.46,0.29,1.88,-0.08,-0.46,-0.01,-0.42,-0.69,-0.69,-0.46,-0.48,0.58,0.04,0.62,0.85
"1500","Victor Cáceres",2010,"Paraguay",-0.4,-0.19,-0.12,-0.54,0.28,-0.19,-0.01,-0.8,0.38,-0.47,0.36,-0.32,0.24,1.18,0.16,-0.43
"1501","Édgar Barreto",2010,"Paraguay",-0.4,-0.01,-0.52,-0.64,-1.02,-0.84,-0.65,-0.93,-0.51,-0.31,-0.56,-0.48,-0.77,-0.41,-0.31,-0.38
"1502","Óscar Cardozo",2010,"Paraguay",-0.4,1.5,-0.12,-0.22,-1,-0.84,-0.65,-0.93,-0.4,-0.78,-0.74,-0.48,-0.43,0.04,-0.08,-0.02
"1503","Bruno Alves",2010,"Portugal",-0.4,-0.56,-0.52,-0.05,1.01,0.47,-0.22,0.58,0.03,-0.18,1.35,-0.28,0.58,0.42,-0.7,-0.81
"1504","Cristiano Ronaldo",2010,"Portugal",1.33,2.07,-0.52,0.51,0.01,-0.24,2.32,1.92,-0.78,-0.39,-0.62,-0.48,-0.32,-0.79,1.48,1.66
"1505","Danny",2010,"Portugal",-0.4,-0.29,-0.52,-0.19,-0.52,-0.76,-0.22,0.58,0.71,-0.55,-0.62,-0.48,-0.32,-0.18,-0.08,-0.27
"1506","Deco",2010,"Portugal",-0.4,-0.63,0.55,-0.47,-0.73,-0.81,-0.22,-0.59,-0.51,-0.55,-0.62,-0.48,-0.77,-1.09,0.55,0.01
"1507","Duda",2010,"Portugal",-0.4,-0.63,-0.52,-0.47,-1.17,-0.96,-0.65,-0.59,-0.4,-0.41,-0.74,-0.48,-0.77,-1.09,-0.7,-0.56
"1508","Eduardo",2010,"Portugal",-0.4,-0.63,-0.52,-0.75,-0.01,1.54,-0.65,-0.93,-0.86,-0.82,-0.74,-0.48,0.13,-1.09,-1.01,-0.81
"1509","Fábio Coentrão",2010,"Portugal",-0.4,-0.32,2.17,-0.47,1.43,0.93,2.32,2.42,0.61,1.31,1.47,-0.48,-0.77,1.33,1.48,1.28
"1510","Hugo Almeida",2010,"Portugal",1.33,1.52,-0.52,0.65,-0.94,-0.91,-0.65,-0.59,-0.31,-0.82,-0.74,-0.48,1.03,0.12,-0.39,-0.43
"1511","Liédson",2010,"Portugal",1.33,0.65,-0.52,0.93,-1.08,-1.11,-0.65,-0.93,-0.12,-0.82,-0.74,-0.48,0.13,-0.18,-0.08,-0.62
"1512","Miguel",2010,"Portugal",-0.4,-0.56,-0.52,-0.75,-0.48,-0.3,-0.22,-0.76,-0.08,-0.51,-0.5,-0.48,-0.77,-0.79,-1.01,-0.4
"1513","Miguel Veloso",2010,"Portugal",-0.4,-0.56,0.02,-0.47,-1.03,-0.76,-0.65,-0.76,-0.79,-0.51,-0.62,-0.48,-0.32,-1.09,-0.7,-0.27
"1514","Paulo Ferreira",2010,"Portugal",-0.4,-0.63,-0.52,-0.75,-0.63,-0.55,-0.65,-0.93,-0.51,-0.55,-0.5,-0.48,-0.77,-1.09,-0.7,-0.81
"1515","Pedro Mendes",2010,"Portugal",-0.4,-0.53,-0.52,-0.75,0.36,-0.4,-0.65,-0.76,0.75,0.74,-0.37,-0.48,-0.32,-0.18,-0.7,-0.59
"1516","Pepe",2010,"Portugal",-0.4,-0.36,-0.52,-0.61,-0.82,-1.06,-0.65,-0.93,-0.64,-0.54,-0.37,0.4,-0.77,0.42,-0.39,-0.81
"1517","Raul Meireles",2010,"Portugal",1.33,1.48,1.09,0.37,0.82,-0.04,-0.22,0.75,-0.04,1.84,0.12,-0.23,-0.77,1.33,-1.01,1.63
"1518","Ricardo Carvalho",2010,"Portugal",-0.4,-0.04,-0.52,0.09,1.22,0.62,-0.22,0.08,0.86,0.39,2.2,2.32,1.47,0.42,-0.7,-0.65
"1519","Ricardo Costa",2010,"Portugal",-0.4,-0.63,-0.52,-0.75,-0.56,-0.3,-0.65,-0.93,-0.25,-0.77,0.12,-0.28,-0.77,-0.49,-1.01,-0.81
"1520","Simão",2010,"Portugal",1.33,0.27,1.09,0.09,-0.24,-0.6,0.2,0.25,0.1,0.26,-0.62,-0.48,-0.77,-0.49,-0.08,0.49
